X,Y,LAT,LONG,FC,DSG,SORT_NAME_,FULL_NAME_,FULL_NAM_1,SORT_NAM_1,FULL_NAM_2,FULL_NAM_3,NOTE,ADM1_1,ADM2,ADM3,NO_ADM4,ID_ADM4,NOM_ADM4,ADM4,bbox
-71.766667,19.35,19.35,-71.766667,L,LCTY,MONTDESPINS,Mont des Pins,Mont des Pins,MONTDESPINS,Mont des Pins,Mont des Pins,,Nord-Est,Ouanaminte,MONT ORGANISE,1,423-01,1ère Savanette,SAVANETTE,"(4:-71.81919553024937,19.33171326835281,-71.69101527323613,...)"
-72.883333,18.15,18.15,-72.883333,L,LCTY,SAINTANTOINE,Saint-Antoine,Saint-Antoine,SAINTANTOINE,Saint-Antoine,Saint-Antoine,,Sud-Est,Bainet,BAINET,9,221-08,9ème Bas de Gris-gris,BAS DE GRIS GRIS,"(4:-72.90251260856985,18.14180406610495,-72.74724250703593,...)"
-74.433333,18.35,18.35,-74.433333,L,LCTY,TAVERNE,Taverne,Taverne,TAVERNE,Taverne,Taverne,,Sud,Chardonnières,TIBURON,3,753-03,3ème Loby,LOBY,"(4:-74.45051033688242,18.31576857466018,-74.30858875916374,...)"
-72.883333,19.733333,19.733333,-72.883333,L,LCTY,TARDIF,Tardif,Tardif,TARDIF,Tardif,Tardif,,Nord-Ouest,Port-de-Paix,BASSIN BLEU,3,913-03,3ème Haut des Moustiques,HAUT DES MOUSTIQUES,"(4:-72.94074813072149,19.70899992700521,-72.83527207624519,...)"
-74.233333,18.333333,18.333333,-74.233333,L,LCTY,TAQUIN,Taquin,Taquin,TAQUIN,Taquin,Taquin,,Sud,Chardonnières,TIBURON,4,753-04,4ème Dalmette,DALMETTE,"(4:-74.33601104976998,18.28490861833825,-74.22171851140001,...)"
-72.216667,19.666667,19.666667,-72.216667,L,LCTY,VEDRINE,Vedrine,Vedrine,VEDRINE,Vedrine,Vedrine,,Nord,Acul du Nord,MILOT,3,323-03,3ème Génipailler,GENIE PAILLER,"(4:-72.24261314707894,19.65997614298476,-72.18599690233503,...)"
-72.2,19.433333,19.433333,-72.2,L,LCTY,MERLAINE,Merlaine,Merlaine,MERLAINE,Merlaine,Merlaine,,Nord,Saint Raphaël,ST. RAPHAEL,4,341-04,4ème Sanyago,SAN YAGO,"(4:-72.24864775988607,19.27912528670277,-72.15067402798383,...)"
-71.983611,19.68,19.68,-71.983611,L,LCTY,MAJONAS,Majonas,Majonas,MAJONAS,Majonas,Majonas,,Nord-Est,Trou du Nord,CARACOL,2,434-02,2ème Claudine,CLAUDINE / JACQUESIL,"(4:-72.0127170026874,19.63610222373882,-71.92047332908072,...)"
-72.761667,19.044722,19.044722,-72.761667,L,LCTY,ROUSSETTE,Roussette,Roussette,ROUSSETTE,Roussette,Roussette,,Artibonite,Saint-Marc,SAINT-MARC,2,531-02,2ème Bois Neuf,BOIS NEUF,"(4:-72.82365958212387,18.99207940174318,-72.64223686184152,...)"
-71.866667,18.233333,18.233333,-71.866667,L,LCTY,QUERNAIN,Quernain,Quernain,QUERNAIN,Quernain,Quernain,,Sud-Est,Belle Anse,THIOTTE,3,233-02,3ème Thiotte,THIOTTE,"(4:-71.88771841217482,18.2150704581353,-71.78029776083287,...)"
-71.866667,18.233333,18.233333,-71.866667,L,LCTY,QUERMAIN,Quermain,Quermain,QUERMAIN,Quermain,Quermain,,Sud-Est,Belle Anse,THIOTTE,3,233-02,3ème Thiotte,THIOTTE,"(4:-71.88771841217482,18.2150704581353,-71.78029776083287,...)"
-72.466667,19.683333,19.683333,-72.466667,L,LCTY,QUENTIN,Quentin,Quentin,QUENTIN,Quentin,Quentin,,Nord,Borgne,PORT MARGOT,6,352-06,6ème Bras Gauche,BRAS GAUCHE,"(4:-72.48684593009546,19.66311756212593,-72.42879381877958,...)"
-71.866667,19.316667,19.316667,-71.866667,L,LCTY,NANLUCAS,Nan Lucas,Nan Lucas,NANLUCAS,Nan Lucas,Nan Lucas,,Nord-Est,Valières,MOMBIN CROCHU,2,443-02,2ème Bois Laurence,BOIS LAURENCE,"(4:-71.9285551945664,19.25934407686782,-71.76533751791197,...)"
-72.45,19.7,19.7,-72.45,L,LCTY,NANMARGUERITE,Nan Marguerite,Nan Marguerite,NANMARGUERITE,Nan Marguerite,Nan Marguerite,,Nord,Borgne,PORT MARGOT,6,352-06,6ème Bras Gauche,BRAS GAUCHE,"(4:-72.48684593009546,19.66311756212593,-72.42879381877958,...)"
-72.083333,18.983333,18.983333,-72.083333,L,LCTY,NANMARECAGE,Nan Marécage,Nan Marecage,NANMARECAGE,Nan Marécage,Nan Marecage,,Centre,Hinche,THOMONDE,3,613-03,3ème Baille Tourrible,BAILLE TOURRIBLE,"(4:-72.12315713319498,18.9759713927657,-72.00415368874161,...)"
-73.0,19.716667,19.716667,-73,L,LCTY,NANMAREAU,Nan Mareau,Nan Mareau,NANMAREAU,Nan Mareau,Nan Mareau,,Artibonite,Gros Morne,ANSE ROUGE,1,523-01,1ère L'Arbre,PLAINE DE L'ARBRE,"(4:-73.13629059473499,19.59576969661435,-72.85041444716887,...)"
-72.983333,18.383333,18.383333,-72.983333,L,LCTY,VIEUXRAQUE,Vieux Raque,Vieux Raque,VIEUXRAQUE,Vieux Raque,Vieux Raque,,Ouest,Léogâne,PETIT-GOAVE,4,122-04,4ème Fonds Arabie,FOND ARABIE,"(4:-73.02555244329045,18.3153474032602,-72.95691115212782,...)"
-72.666667,19.283333,19.283333,-72.666667,L,LCTY,VIEUXPILON,Vieux Pilon,Vieux Pilon,VIEUXPILON,Vieux Pilon,Vieux Pilon,,Artibonite,Dessalines,DESDUNES,2,544-01,2ème Desdunes,DESDUNES,"(4:-72.77361558199334,19.2513459994185,-72.60120730257478,...)"
-73.3,18.25,18.25,-73.3,L,LCTY,TETELETANG,Tête l’Étang,Tete l'Etang,TETELETANG,Tête l’Étang,Tete l'Etang,,Sud,Aquin,AQUIN,1,731-01,1ère Macéan,MACEAN,"(4:-73.39004728905098,18.21593104997811,-73.2679094626514,...)"
-72.4,19.5,19.5,-72.4,L,LCTY,MAREBLANCHE,Mare Blanche,Mare Blanche,MAREBLANCHE,Mare Blanche,Mare Blanche,,Artibonite,Marmelade,MARMELADE,3,552-03,3ème Platon,PLATON,"(4:-72.44718611564656,19.46155623513232,-72.36002537427146,...)"
-72.75,19.016667,19.016667,-72.75,L,LCTY,MARCSAJET,Marc Sajet,Marc Sajet,MARCSAJET,Marc Sajet,Marc Sajet,,Artibonite,Saint-Marc,SAINT-MARC,2,531-02,2ème Bois Neuf,BOIS NEUF,"(4:-72.82365958212387,18.99207940174318,-72.64223686184152,...)"
-72.366667,19.633333,19.633333,-72.366667,L,LCTY,SULLY,Sully,Sully,SULLY,Sully,Sully,,Nord,Acul du Nord,ACUL DU NORD,6,321-06,6ème Soufrière,SOUFRIERE,"(4:-72.41180830440959,19.56194022566103,-72.33522536735666,...)"
-72.283333,19.7,19.7,-72.283333,L,LCTY,PACOT,Pacot,Pacot,PACOT,Pacot,Pacot,,Nord,Acul du Nord,PLAINE DU NORD,1,322-01,1ère Morne rouge,MORNE ROUGE,"(4:-72.32001548972289,19.69557176282677,-72.24506830525792,...)"
-72.85,18.35,18.35,-72.85,L,LCTY,PACOT,Pacot,Pacot,PACOT,Pacot,Pacot,,Ouest,Léogâne,PETIT-GOAVE,10,122-10,10ème des Palmes,DES PALMES,"(4:-72.87684925788682,18.28112041577475,-72.82751232903058,...)"
-71.833333,18.366667,18.366667,-71.833333,L,LCTY,NANCATTE,Nan Catte,Nan Catte,NANCATTE,Nan Catte,Nan Catte,,Ouest,Croix des Bouquets,FONDS-VERRETTES,4,135-01,4ème Fonds-Verrettes,FONDS-VERRETTES,"(4:-71.96918963579293,18.27320250299329,-71.69524714913649,...)"
-71.916667,18.2,18.2,-71.916667,L,LCTY,NANCASQUE,Nan Casque,Nan Casque,NANCASQUE,Nan Casque,Nan Casque,,Sud-Est,Belle Anse,GRAND GOSIER,1,232-01,1ère Colline des Chènes,COLLINE DES CHAINES,"(4:-71.95737144873323,18.1843938789745,-71.85322787926304,...)"
-72.266667,18.35,18.35,-72.266667,L,LCTY,NANCAROTTE,Nan Carotte,Nan Carotte,NANCAROTTE,Nan Carotte,Nan Carotte,,Sud-Est,Jacmel,MARIGOT,3,212-03,3ème Macary,MACARY,"(4:-72.33388311841105,18.25748822080493,-72.25297648737484,...)"
-72.6,19.25,19.25,-72.6,L,LCTY,PAINSON,Painson,Painson,PAINSON,Painson,Painson,,Artibonite,Dessalines,DESSALINES / MARCHANDES,2,541-02,2ème Fossé Naboth,DUVALLON,"(4:-72.63566730170447,19.20450030684384,-72.54698423743247,...)"
-72.6,19.1,19.1,-72.6,L,LCTY,PAINSON,Painson,Painson,PAINSON,Painson,Painson,,Artibonite,Saint-Marc,SAINT-MARC,4,531-04,4ème Lalouère,LALOUERE,"(4:-72.69183163891887,19.04113873236679,-72.54733506116401,...)"
-72.769444,19.057222,19.057222,-72.769444,L,LCTY,ROUSSEAU,Rousseau,Rousseau,ROUSSEAU,Rousseau,Rousseau,,Artibonite,Saint-Marc,SAINT-MARC,2,531-02,2ème Bois Neuf,BOIS NEUF,"(4:-72.82365958212387,18.99207940174318,-72.64223686184152,...)"
-72.083333,18.433333,18.433333,-72.083333,L,LCTY,PLATONPIGEON,Platon Pigeon,Platon Pigeon,PLATONPIGEON,Platon Pigeon,Platon Pigeon,,Ouest,Croix des Bouquets,CROIX-DES-BOUQUES,3,131-08,3ème Belle Fontaine,BELLE FONTAINE,"(4:-72.19732129234359,18.36507456234136,-72.06401717315384,...)"
-73.383333,19.716667,19.716667,-73.383333,L,LCTY,PLATONPELISSIER,Platon Pélissier,Platon Pelissier,PLATONPELISSIER,Platon Pélissier,Platon Pelissier,,Nord-Ouest,Môle Saint Nicolas,BOMBARDOPOLIS,3,933-03,3ème Plaine d'Oranges,PLAINE D'ORANGERS,"(4:-73.4430061016501,19.64963818605361,-73.3770485115794,19.73985171208699)"
-72.733333,19.566667,19.566667,-72.733333,L,LCTY,PLATONNANMAS,Platon Nan Mas,Platon Nan Mas,PLATONNANMAS,Platon Nan Mas,Platon Nan Mas,,Artibonite,Gonaïves,GONAIVES,6,511-05,6ème Bassin,BASSIN,"(4:-72.8050719543071,19.44476515778598,-72.63114951243989,...)"
-74.1,18.366667,18.366667,-74.1,L,LCTY,PLATONMOMBIN,Platon Mombin,Platon Mombin,PLATONMOMBIN,Platon Mombin,Platon Mombin,,Sud,Chardonnières,CHARDONNIERES,2,751-02,2ème Déjoie,DEJOIE,"(4:-74.1476643950956,18.25124340316069,-74.08281341720527,18.406835313599)"
-74.1,18.366667,18.366667,-74.1,L,LCTY,PLATEAUMOMBIN,Plateau Mombin,Plateau Mombin,PLATEAUMOMBIN,Plateau Mombin,Plateau Mombin,,Sud,Chardonnières,CHARDONNIERES,2,751-02,2ème Déjoie,DEJOIE,"(4:-74.1476643950956,18.25124340316069,-74.08281341720527,18.406835313599)"
-73.098056,19.687778,19.687778,-73.098056,L,LCTY,PLATONGRANDECRETE,Platon Grande Crête,Platon Grande Crete,PLATONGRANDECRETE,Platon Grande Crête,Platon Grande Crete,,Artibonite,Gros Morne,ANSE ROUGE,1,523-01,1ère L'Arbre,PLAINE DE L'ARBRE,"(4:-73.13629059473499,19.59576969661435,-72.85041444716887,...)"
-73.098056,19.687778,19.687778,-73.098056,L,LCTY,PLATONGRANDCRETE,Platon Grand Crete,Platon Grand Crete,PLATONGRANDCRETE,Platon Grand Crete,Platon Grand Crete,,Artibonite,Gros Morne,ANSE ROUGE,1,523-01,1ère L'Arbre,PLAINE DE L'ARBRE,"(4:-73.13629059473499,19.59576969661435,-72.85041444716887,...)"
-72.35,19.616667,19.616667,-72.35,L,LCTY,ROUMBE,Roumbe,Roumbe,ROUMBE,Roumbe,Roumbe,,Nord,Acul du Nord,ACUL DU NORD,6,321-06,6ème Soufrière,SOUFRIERE,"(4:-72.41180830440959,19.56194022566103,-72.33522536735666,...)"
-74.066667,18.283333,18.283333,-74.066667,L,LCTY,PERNELE,Pernele,Pernele,PERNELE,Pernele,Pernele,,Sud,Coteaux,PORT-A-PIMENT,1,742-01,1ère Paricot,PARICOT,"(4:-74.1062091120607,18.23285608134324,-74.01793654693392,...)"
-74.333333,18.333333,18.333333,-74.333333,L,LCTY,LEDGE,Ledge,Ledge,LEDGE,Ledge,Ledge,,Sud,Chardonnières,TIBURON,3,753-03,3ème Loby,LOBY,"(4:-74.45051033688242,18.31576857466018,-74.30858875916374,...)"
-72.95,19.683333,19.683333,-72.95,L,LCTY,TETEBOEUF,Tête Bœuf,Tete Boeuf,TETEBOEUF,Tête Bœuf,Tete Boeuf,,Artibonite,Gros Morne,ANSE ROUGE,1,523-01,1ère L'Arbre,PLAINE DE L'ARBRE,"(4:-73.13629059473499,19.59576969661435,-72.85041444716887,...)"
-73.05,18.916667,18.916667,-73.05,L,LCTY,SALINE,Saline,Saline,SALINE,Saline,Saline,,Ouest,La Gonave,ANSE-A-GALET,4,151-04,4ème Grand Lagon,GRAND LAGON,"(4:-73.12240820637345,18.80057309777038,-72.96592800767127,...)"
-72.066667,19.133333,19.133333,-72.066667,L,LCTY,PERDOGOMME,Perdogomme,Perdogomme,PERDOGOMME,Perdogomme,Perdogomme,,Centre,Hinche,HINCHE,1,611-01,1ère Juanaria,JUANARIA,"(4:-72.19051800020537,19.01590897721769,-71.99172612915737,...)"
-72.066667,19.133333,19.133333,-72.066667,L,LCTY,PEDROGOMME,Pedrogomme,Pedrogomme,PEDROGOMME,Pedrogomme,Pedrogomme,,Centre,Hinche,HINCHE,1,611-01,1ère Juanaria,JUANARIA,"(4:-72.19051800020537,19.01590897721769,-71.99172612915737,...)"
-73.15,18.933333,18.933333,-73.15,L,LCTY,PENTE,Pente,Pente,PENTE,Pente,Pente,,Ouest,La Gonave,POINTE A RAQUETTE,5,152-01,6ème La Source,GROS MANGLE,"(4:-73.30113019240429,18.90788924699132,-73.14577718237092,...)"
-74.166667,18.283333,18.283333,-74.166667,L,LCTY,TETEDIGUE,Tête Digue,Tete Digue,TETEDIGUE,Tête Digue,Tete Digue,,Sud,Chardonnières,CHARDONNIERES,3,751-03,3ème Bony,BONY,"(4:-74.19320502299325,18.26385007262292,-74.12478635090923,...)"
-72.316667,19.366667,19.366667,-72.316667,L,LCTY,OUALANDOU,Oualandou,Oualandou,OUALANDOU,Oualandou,Oualandou,,Artibonite,Marmelade,SAINT-MICHEL,8,551-08,8ème l'Attalaye,L'ATTALAYE,"(4:-72.34079264836186,19.2611227137424,-72.20069731942561,...)"
-71.85,18.416667,18.416667,-71.85,L,LCTY,TROUDEAUAMPIL,Trou d’Eau Ampil,Trou d'Eau Ampil,TROUDEAUAMPIL,Trou d’Eau Ampil,Trou d'Eau Ampil,,Ouest,Croix des Bouquets,FONDS-VERRETTES,4,135-01,4ème Fonds-Verrettes,FONDS-VERRETTES,"(4:-71.96918963579293,18.27320250299329,-71.69524714913649,...)"
-72.083333,18.716667,18.716667,-72.083333,L,LCTY,TROUDEAU,Trou d’Eau,Trou d'Eau,TROUDEAU,Trou d’Eau,Trou d'Eau,,Ouest,Croix des Bouquets,THOMAZEAU,6,132-04,6ème Trou d'Eau,TROU D'EAU,"(4:-72.11640239635335,18.67831559858615,-71.99872648883621,...)"
-74.116667,18.383333,18.383333,-74.116667,L,LCTY,ROSSIGNOL,Rossignol,Rossignol,ROSSIGNOL,Rossignol,Rossignol,,Sud,Chardonnières,LES ANGLAIS,2,752-02,2ème Edelin,EDELIN,"(4:-74.18469450824483,18.32856978996398,-74.10619293415641,...)"
-71.8,19.133333,19.133333,-71.8,L,LCTY,PLATONCORROS,Platon Corros,Platon Corros,PLATONCORROS,Platon Corros,Platon Corros,,Centre,Cerca La Source,CECA LA SOURCE,1,641-01,1er Acajou Bruler,ACAJOU BRULE No 1,"(4:-71.81182572727533,19.05361400997873,-71.64043749039769,...)"
-72.65,18.933333,18.933333,-72.65,L,LCTY,TROUFORBAN,Trou Forban,Trou Forban,TROUFORBAN,Trou Forban,Trou Forban,,Ouest,Arcahaie,ARCAHAIE,8,141-05,8ème Montrouis,MONTROUIS,"(4:-72.70997584970553,18.87199216990291,-72.58057875870259,...)"
-72.233333,19.416667,19.416667,-72.233333,L,LCTY,SOURCESJUMEAU,Sources Jumeau,Sources Jumeau,SOURCESJUMEAU,Sources Jumeau,Sources Jumeau,,Artibonite,Marmelade,SAINT-MICHEL,4,551-04,4ème Lalomas,LALOMAS,"(4:-72.31599208476672,19.38351495115421,-72.22290406556999,...)"
-72.2,19.416667,19.416667,-72.2,L,LCTY,WALLONDRY,Wallondry,Wallondry,WALLONDRY,Wallondry,Wallondry,,Nord,Saint Raphaël,ST. RAPHAEL,4,341-04,4ème Sanyago,SAN YAGO,"(4:-72.24864775988607,19.27912528670277,-72.15067402798383,...)"
-73.05,18.266667,18.266667,-73.05,L,LCTY,LAZARE,Lazare,Lazare,LAZARE,Lazare,Lazare,,Sud,Aquin,AQUIN,11,731-09,11ème Frangipane,FRANGIPANE,"(4:-73.12419959293669,18.18152562800549,-73.00113784443585,...)"
-73.266667,19.75,19.75,-73.266667,L,LCTY,PECHAUD,Pechaud,Pechaud,PECHAUD,Pechaud,Pechaud,,Nord-Ouest,Môle Saint Nicolas,MOLE SAINT NICOLAS,3,931-03,3ème Damé,DAME,"(4:-73.29957936819312,19.71227715996315,-73.2146340284375,...)"
-72.033333,19.166667,19.166667,-72.033333,L,LCTY,PECAIQUE,Pecaique,Pecaique,PECAIQUE,Pecaique,Pecaique,,Centre,Hinche,HINCHE,4,611-04,4ème Aguahedionde,AGUAHEDIONDE(Riv g),"(4:-72.13496825787865,19.14693123578809,-71.97268266017647,...)"
-72.65,19.466667,19.466667,-72.65,L,LCTY,YON,Yon,Yon,YON,Yon,Yon,,Artibonite,Gonaïves,GONAIVES,1,511-01,1ère Pont Tamarin,PONT TAMARIN,"(4:-72.70329543283782,19.39203148326652,-72.58889987622814,...)"
-72.75,19.8,19.8,-72.75,L,LCTY,PENDU,Pendu,Pendu,PENDU,Pendu,Pendu,,Nord-Ouest,Port-de-Paix,BASSIN BLEU,1,913-01,1ère La  Plate,LA PLATE,"(4:-72.81012121771988,19.76731965677692,-72.72456689664483,...)"
-72.683333,19.1,19.1,-72.683333,L,LCTY,LAVIGIE,La Vigie,La Vigie,LAVIGIE,La Vigie,La Vigie,,Artibonite,Saint-Marc,SAINT-MARC,6,531-06,6ème Charrette,CHARRETTE,"(4:-72.70579420813607,19.03776034636309,-72.63879751978953,...)"
-72.3,19.6,19.6,-72.3,L,LCTY,LAVERDURE,Laverdure,Laverdure,LAVERDURE,Laverdure,Laverdure,,Nord,Acul du Nord,ACUL DU NORD,3,321-03,3ème Mornet,MORNET,"(4:-72.31356214897386,19.55794128586183,-72.27024420000964,...)"
-72.55,19.033333,19.033333,-72.55,L,LCTY,LAVENT,L’Avent,L'Avent,LAVENT,L’Avent,L'Avent,,Artibonite,Saint-Marc,VERRETTES,5,532-05,5ème Bastien,BASTIEN,"(4:-72.58664060028332,18.97479873797153,-72.46193253036182,...)"
-71.735278,18.857222,18.857222,-71.735278,L,LCTY,ROCHER,Rocher,Rocher,ROCHER,Rocher,Rocher,,Centre,Lascahobas,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.983333,19.566667,19.566667,-71.983333,L,LCTY,ROCHEPLATE,Roche Plate,Roche Plate,ROCHEPLATE,Roche Plate,Roche Plate,,Nord-Est,Trou du Nord,TROU DU NORD,2,431-02,2ème Roucou,ROUCOU,"(4:-72.02644025961013,19.50819718715064,-71.9353349316616,...)"
-72.6,18.883333,18.883333,-72.6,L,LCTY,ROSEAUX,Roseaux,Roseaux,ROSEAUX,Roseaux,Roseaux,,Ouest,Arcahaie,ARCAHAIE,8,141-05,8ème Montrouis,MONTROUIS,"(4:-72.70997584970553,18.87199216990291,-72.58057875870259,...)"
-72.766667,19.733333,19.733333,-72.766667,L,LCTY,MAYO,Mayo,Mayo,MAYO,Mayo,Mayo,,Artibonite,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-73.183333,18.85,18.85,-73.183333,L,LCTY,PLAINESYLVESTRE,Plaine Sylvestre,Plaine Sylvestre,PLAINESYLVESTRE,Plaine Sylvestre,Plaine Sylvestre,,Ouest,La Gonave,POINTE A RAQUETTE,7,152-03,8ème Trou Louis,GRAND VIDE,"(4:-73.21590679666116,18.80436448123601,-73.10651633506069,...)"
-72.266667,18.75,18.75,-72.266667,L,LCTY,PLAINEMICHAUD,Plaine Michaud,Plaine Michaud,PLAINEMICHAUD,Plaine Michaud,Plaine Michaud,,Ouest,Croix des Bouquets,CROIX-DES-BOUQUES,10,131-10,10ème des Orangers,ORANGERS,"(4:-72.358182266798,18.65505200694474,-72.25798622018777,18.81812614370671)"
-72.266667,19.333333,19.333333,-72.266667,L,LCTY,NANJULES,Nan Jules,Nan Jules,NANJULES,Nan Jules,Nan Jules,,Artibonite,Marmelade,SAINT-MICHEL,8,551-08,8ème l'Attalaye,L'ATTALAYE,"(4:-72.34079264836186,19.2611227137424,-72.20069731942561,...)"
-71.8,19.183333,19.183333,-71.8,L,LCTY,NANJARDINNANTIR,Nan Jardin Nantir,Nan Jardin Nantir,NANJARDINNANTIR,Nan Jardin Nantir,Nan Jardin Nantir,,Centre,Cerca La Source,CECA LA SOURCE,2,641-02,2ème Acajou Bruler,ACAJOU BRULE No 2,"(4:-71.88648740756764,19.14671329858004,-71.74541204423031,...)"
-72.066667,19.1,19.1,-72.066667,L,LCTY,LAVAILLE,La Vaille,La Vaille,LAVAILLE,La Vaille,La Vaille,,Centre,Hinche,HINCHE,1,611-01,1ère Juanaria,JUANARIA,"(4:-72.19051800020537,19.01590897721769,-71.99172612915737,...)"
-73.333333,18.25,18.25,-73.333333,L,LCTY,PATTETORTUE,Patte Tortue,Patte Tortue,PATTETORTUE,Patte Tortue,Patte Tortue,,Sud,Aquin,AQUIN,1,731-01,1ère Macéan,MACEAN,"(4:-73.39004728905098,18.21593104997811,-73.2679094626514,...)"
-72.366667,19.666667,19.666667,-72.366667,L,LCTY,MONDION,Mondion,Mondion,MONDION,Mondion,Mondion,,Nord,Limbé,LIMBE,6,361-04,6ème Soufrière,SOUFRIERE,"(4:-72.42116910027363,19.63841980093321,-72.3587722724223,...)"
-73.6,18.25,18.25,-73.6,L,LCTY,TESSON,Tesson,Tesson,TESSON,Tesson,Tesson,,Sud,Aquin,ST. LOUIS DU SUD,6,732-06,6ème Solon,SOLON,"(4:-73.64429845940623,18.22660023621211,-73.5712415446614,...)"
-72.3,19.616667,19.616667,-72.3,L,LCTY,VILLARD,Villard,Villard,VILLARD,Villard,Villard,,Nord,Acul du Nord,ACUL DU NORD,3,321-03,3ème Mornet,MORNET,"(4:-72.31356214897386,19.55794128586183,-72.27024420000964,...)"
-71.95,19.25,19.25,-71.95,L,LCTY,NANGUSTIN,Nan Gustin,Nan Gustin,NANGUSTIN,Nan Gustin,Nan Gustin,,Centre,Hinche,CERCA CARVAJAL,1,614-01,Rang,RANG,"(4:-72.03094800164882,19.18538757657558,-71.85390019084099,...)"
-72.916667,18.25,18.25,-72.916667,L,LCTY,SAINTJOSEPH,Saint-Joseph,Saint-Joseph,SAINTJOSEPH,Saint-Joseph,Saint-Joseph,,Sud-Est,Bainet,COTE-DE-FER,4,222-04,4ème Amazone,AMAZONES,"(4:-72.93149436497282,18.2407728366972,-72.88968490283582,...)"
-73.216667,18.25,18.25,-73.216667,L,LCTY,PATOILAIS,Patoilais,Patoilais,PATOILAIS,Patoilais,Patoilais,,Sud,Aquin,AQUIN,4,731-04,4ème Flamands,FLAMANT,"(4:-73.31157003083212,18.18897507224193,-73.10523515817584,...)"
-73.216667,18.25,18.25,-73.216667,L,LCTY,PASTOILETTE,Pas Toilette,Pas Toilette,PASTOILETTE,Pas Toilette,Pas Toilette,,Sud,Aquin,AQUIN,4,731-04,4ème Flamands,FLAMANT,"(4:-73.31157003083212,18.18897507224193,-73.10523515817584,...)"
-72.2,19.483333,19.483333,-72.2,L,LCTY,MATHURIN,Mathurin,Mathurin,MATHURIN,Mathurin,Mathurin,,Nord,Saint Raphaël,ST. RAPHAEL,2,341-02,2ème Mathurin,MATHURIN,"(4:-72.21581264863465,19.38459382464544,-72.12721506941978,...)"
-72.166667,19.466667,19.466667,-72.166667,L,LCTY,RIVIERE,Rivière,Riviere,RIVIERE,Rivière,Riviere,,Nord,Saint Raphaël,ST. RAPHAEL,2,341-02,2ème Mathurin,MATHURIN,"(4:-72.21581264863465,19.38459382464544,-72.12721506941978,...)"
-74.133333,18.266667,18.266667,-74.133333,L,LCTY,NANBOIS,Nan Bois,Nan Bois,NANBOIS,Nan Bois,Nan Bois,,Sud,Chardonnières,CHARDONNIERES,2,751-02,2ème Déjoie,DEJOIE,"(4:-74.1476643950956,18.25124340316069,-74.08281341720527,18.406835313599)"
-73.016667,18.866667,18.866667,-73.016667,L,LCTY,NANBOEUF,Nan Bœuf,Nan Boeuf,NANBOEUF,Nan Bœuf,Nan Boeuf,,Ouest,La Gonave,ANSE-A-GALET,4,151-04,4ème Grand Lagon,GRAND LAGON,"(4:-73.12240820637345,18.80057309777038,-72.96592800767127,...)"
-72.8,18.733333,18.733333,-72.8,L,LCTY,NANBELLEROSE,Nan Belle Rose,Nan Belle Rose,NANBELLEROSE,Nan Belle Rose,Nan Belle Rose,,Ouest,La Gonave,ANSE-A-GALET,11,151-06,11ème Petite Anse,PETITE ANSE,"(4:-72.86080782032451,18.69208882723774,-72.793022896889,18.7922354902758)"
-71.85,19.483333,19.483333,-71.85,L,LCTY,TOURIEN,Tourien,Tourien,TOURIEN,Tourien,Tourien,,Nord-Est,Fort-Liberté,FORT LIBERTE,1,411-03,1ère L'Oiseau,LOISEAU,"(4:-71.8956519443816,19.42404068682839,-71.82069974080025,...)"
-71.9,19.1,19.1,-71.9,L,LCTY,MATEPERALTE,Mate Peralte,Mate Peralte,MATEPERALTE,Mate Peralte,Mate Peralte,,Centre,Cerca La Source,THOMASSIQUE,1,642-01,1ère Matelgate,MATELGATE,"(4:-71.91972141670988,18.98172196369785,-71.7854983082002,...)"
-72.0,19.35,19.35,-72,L,LCTY,MAYAYA,Mayaya,Mayaya,MAYAYA,Mayaya,Mayaya,,Nord,Saint Raphaël,LA VICTOIRE,1,345-01,1ère La Victoire,LA VICTOIRE,"(4:-72.07980400634966,19.32383795196006,-71.97024848138216,...)"
-72.416667,19.633333,19.633333,-72.416667,L,LCTY,MAURICE,Maurice,Maurice,MAURICE,Maurice,Maurice,,Nord,Limbé,LIMBE,5,361-03,5ème Camp Coq,CAMP COQ,"(4:-72.46137743102349,19.61520848778167,-72.39052855874581,19.664678355322)"
-72.516667,19.516667,19.516667,-72.516667,L,LCTY,MAUREPAS,Maurepas,Maurepas,MAUREPAS,Maurepas,Maurepas,,Artibonite,Gonaïves,ENNERY,3,512-03,3ème Chemin Neuf,CHEMIN NEUF,"(4:-72.58484178891729,19.49919747718201,-72.47109542231573,...)"
-73.216667,18.966667,18.966667,-73.216667,L,LCTY,SINEUS,Sineus,Sineus,SINEUS,Sineus,Sineus,,Ouest,La Gonave,POINTE A RAQUETTE,5,152-01,6ème La Source,GROS MANGLE,"(4:-73.30113019240429,18.90788924699132,-73.14577718237092,...)"
